item_id,title,brand,user_id,rating,timestamp,sub_cat,main_cat,age,gender,location
B00002EPYV,freespace 2,interplay,A11A8GWG0IXBZH,5.0,2000-03-31,Video_Games,Electronics and Technology,25-34,female,Canada
B00BGA9V2Q,diablo iii,blizzard entertainment,A3RJGGHW20VEE,5.0,2015-10-12,Video_Games,Electronics and Technology,18-24,male,USA
B00BDS415I,turtle beach ear force px22 universal amplify gaming headset ps3 xbox 360 pc,turtle beach,A1CD1Q52JG87RH,5.0,2016-05-21,Video_Games,Electronics and Technology,18-24,male,Canada
B00R1Z7DI4,thick square glass clear lens eyeglass frame super oversized fashion,juicyorange,A2CKYFPHDMOOZR,5.0,2017-01-09,AMAZON_FASHION,Beauty and Fashion,18-24,male,USA
B015EKZTM4,marine 1/4 zip sweathshirt large black,armed force gear,A2G5R75AVL25UH,5.0,2016-05-28,AMAZON_FASHION,Beauty and Fashion,35-44,male,USA
B0037STB02,"< span class=""a size medium color secondary",meredith corporation,AWKU7I6RFHJC4,5.0,2015-08-06,Magazine_Subscriptions,Media and Entertainment,18-24,female,USA
B001FY7LBQ,universal pc stereo gaming headset yapster tm yb100a8211 black,teknmotion,AO1GECNTEAE11,5.0,2012-11-20,Video_Games,Electronics and Technology,18-24,male,Australia
B00M3D8IPQ,doom xbox,bethesda,A2EQGQY9ICVJY8,5.0,2016-12-07,Video_Games,Electronics and Technology,25-34,male,India
B014SIVGAW,120 gb 120 g internal hdd hard drive disk disc xbox360 xbox 360 s slim game,hittime,A2832J4R1HGVCO,5.0,2015-03-14,Video_Games,Electronics and Technology,18-24,male,USA
B00KGC1TD4,frankincense india essential oil free pocket vial 100 pure undiluted 10ml blue river,blue river bodycare,AFL13IYO3HYTV,5.0,2015-07-07,All_Beauty,Beauty and Fashion,18-24,female,USA
B00IQCRKW0,batman arkham knight xbox,wb game,A2JB7A5XCOG9KX,5.0,2015-07-16,Video_Games,Electronics and Technology,45-54,female,Canada
B00MV7KVP4,dawn playstation 4,sony,A3ANJITS0GK18B,5.0,2015-11-17,Video_Games,Electronics and Technology,18-24,female,USA
B00E6LIEFM,quickbook pro 2014,intuit,A3UKQH5TDE9TVE,1.0,2016-01-14,Software,Electronics and Technology,18-24,female,India
B00004Y57G,final fantasy ix,square enix,A1JSPVBO30TFSE,5.0,2002-05-15,Video_Games,Electronics and Technology,18-24,male,USA
B015SPR2SO,nylon flower faux pearls rhinestone decor elastic waist belt black,uxcell,A2XFAN7LRBUBNA,5.0,2016-02-26,AMAZON_FASHION,Beauty and Fashion,18-24,male,USA
B00JPT26YK,woman piece halter deep v neck ruche swimdress tankini xx large blue,arctic cubic,A1X3X7F0UZRRWH,5.0,2015-04-21,AMAZON_FASHION,Beauty and Fashion,45-54,female,Australia
B001BPY7OS,nhl 09 pc,electronic art,A2BMTQY278LRH1,3.0,2013-06-22,Video_Games,Electronics and Technology,18-24,female,Canada
B009PHSDBM,mad catz r.a.t.9 gaming mouse pc mac,mad catz,A1LI72H87LMPIN,2.0,2015-11-20,Video_Games,Electronics and Technology,25-34,male,UK
B00HWMP0TU,sid meier civilization v complete edition pc,2k game,A2S10OU7JY1L17,5.0,2016-12-12,Video_Games,Electronics and Technology,35-44,female,UK
B01E589M4C,open crotch sexy silk stocking lace sock pantyhose thigh high crotchless black size s l,augymer,A1YWEKPQJ7PN9G,5.0,2016-09-01,AMAZON_FASHION,Beauty and Fashion,35-44,female,USA
B00GMFKYK8,middle earth shadow mordor playstation 4,wb game,A3FK4YJ7ONMX4P,5.0,2015-09-22,Video_Games,Electronics and Technology,18-24,female,USA
B0068INSUM,cm storm quickfire rapid tenkeyless mechanical gaming keyboard cherry mx blue switch,cooler master,AVYHJ98HMQGU,5.0,2014-08-17,Video_Games,Electronics and Technology,18-24,male,India
B000WNN7FK,car mater national championship pc game,thq,A2AP7FL9ZIFPUF,5.0,2013-05-16,Video_Games,Electronics and Technology,18-24,male,USA
B000ELTEAM,blaze angel squadron wwii pc,ubisoft,A1FF2PLA84KNAE,4.0,2011-10-21,Video_Games,Electronics and Technology,35-44,male,Australia
B000FO4KO8,nintendo ds lite polar white,nintendo,A2NPU6UJH0Z3QW,5.0,2014-01-28,Video_Games,Electronics and Technology,35-44,female,USA
B000R5H7KE,bluwave infrare remote playstation 3,nyko,A1FMMYXXQ0H8GV,1.0,2013-12-06,Video_Games,Electronics and Technology,18-24,female,India
B00HTK1NCS,redragon m601 wire gaming mouse ergonomic programmable 6 button 3200 dpi red lead mouse windows pc game black,redragon,AHX9DCL56Y15X,3.0,2017-06-12,Video_Games,Electronics and Technology,18-24,female,UK
B00021VLXM,clinique superpowder double face makeup dry combination oily 07 matte neutral mf n 0.35 ounce,clinique,A1DS4LNL8DV04N,5.0,2015-08-09,All_Beauty,Beauty and Fashion,45-54,male,USA
B01G86RBVU,ps4 vertical stand controller charger cool fan jelly comb playstation 4 charge station dual charger good ps4 cool accessory usb hub black,jelly comb,A2LLJQXLG4JF5Q,5.0,2016-10-14,Video_Games,Electronics and Technology,35-44,female,Australia
B002E1MLR8,official nintendo wii wireless ultra sensor bar extended play range,powera,A33ZFZCPOE3IJM,1.0,2013-09-05,Video_Games,Electronics and Technology,45-54,female,USA
B00NQT48OG,powera spectra illuminate controller xbox,powera,A37QV6PVU2JU9Z,3.0,2018-06-11,Video_Games,Electronics and Technology,35-44,male,Canada
B008X1JN7O,allegra k woman cut shoulder batwing sleeve short tee dress l dark blue,allegra k,A20PB9IZ0D0N2C,5.0,2016-05-26,AMAZON_FASHION,Beauty and Fashion,18-24,male,India
B00M9GTL6M,quicken premier personal finance amp budgeting software 2015 download,intuit,A2L1PD31BFX8BE,3.0,2014-09-26,Software,Electronics and Technology,25-34,female,USA
B000B6MLPU,microsoft xbox 360 component hd av cable,microsoft,AR998A05X07YA,5.0,2015-03-08,Video_Games,Electronics and Technology,25-34,female,USA
B000Y5Q208,american flag bald eagle u.s pride t shirt black,emo,AK8OVEQJB5ODZ,5.0,2016-08-10,AMAZON_FASHION,Beauty and Fashion,18-24,female,Australia
B00007B10Y,"< span class=""a size medium color secondary",trust medium brand inc,A3OSA01HHD5OZF,5.0,2014-08-05,Magazine_Subscriptions,Media and Entertainment,25-34,female,Australia
B00SH3QPB0,trurendi 2015 woman leopard casual plus size short sleeve chiffon blouse shirt,trurendi,A2Z7SGGSGELEJ3,1.0,2015-11-13,AMAZON_FASHION,Beauty and Fashion,35-44,female,USA
B01CF6XQYI,kangaroo old lady mrs santa wig gray wig,kangaroo,A38IRZ6DN6YB77,1.0,2016-10-24,AMAZON_FASHION,Beauty and Fashion,18-24,female,India
B0001GHG64,susteen datapilot cell phone data transfer suite universal,susteen,AA7H76QL1DWIM,1.0,2007-01-13,Software,Electronics and Technology,35-44,male,Australia
B008YA9BUI,turtle beach ear force nla gaming headset black nintendo wii u,turtle beach,A19FWMDA76AJ4H,3.0,2015-08-18,Video_Games,Electronics and Technology,25-34,female,USA
B0001GJBSA,superpower jewel case pc,dreamcatcher game,A28CI36BTFS0K6,1.0,2016-02-15,Video_Games,Electronics and Technology,18-24,female,Canada
B002Q0SCA2,dsi skin nintendo dsi ndsi skin decal sticker protector + screen protector style choose,br,A1FW3DPJID0JSY,5.0,2016-02-27,Video_Games,Electronics and Technology,18-24,male,USA
B00005QX4F,alien versus predator 2 pc,sierra,AX8SWWB9837TA,5.0,2002-01-04,Video_Games,Electronics and Technology,25-34,female,Australia
B0128UH4HQ,mario classic color amiibo super smash bros series,nintendo,APN5M1U7R16EY,5.0,2017-03-09,Video_Games,Electronics and Technology,18-24,female,USA
B00PJEDJCS,zeagoo ® woman lace trim legge sock crochet knitted boot cover leg warmer stock size khaki,zeagoo,A22AAH34XQ62QT,4.0,2015-07-13,AMAZON_FASHION,Beauty and Fashion,35-44,male,Australia
B0000296O5,final fantasy viii,squaresoft,AFY66DMN7N966,5.0,2011-03-11,Video_Games,Electronics and Technology,35-44,female,India
B00ZS15FVA,hyrule warrior legend nintendo 3ds,nintendo,A2SJZ88PPGCIYU,5.0,2016-05-19,Video_Games,Electronics and Technology,18-24,female,India
B019OJFTBM,cosfun free iwatobi swim club sosuke yamazaki swimming trunk,cosfun,ANIDG39ZX9M8A,5.0,2018-05-01,AMAZON_FASHION,Beauty and Fashion,25-34,female,USA
B00SHXKC82,borderland handsome collection xbox,2k game,A81CUSVJPE3B8,5.0,2015-05-05,Video_Games,Electronics and Technology,25-34,female,Australia
B00589YQAI,sniper quick scope mod 17 mode mw3 xbox 360 modde rapid fire controller,lightning modz,A3474NC8JVX9QS,4.0,2012-01-23,Video_Games,Electronics and Technology,18-24,female,India
B000JZ4EVW,warrior sony psp,rockstar game,A16W904G283NT8,5.0,2016-05-16,Video_Games,Electronics and Technology,45-54,male,USA
B01A57HJH4,rivbo polarize sport sunglass drive glass shade man woman cycle baseball 842,rivbo,A1J7WF95UAK79Z,5.0,2017-12-20,AMAZON_FASHION,Beauty and Fashion,35-44,male,USA
B00KBA0E2S,hde woman sarong scarf bikini cover pareo swimsuit beach wrap,hde,A23TJ4GOTV9I0M,5.0,2015-03-05,AMAZON_FASHION,Beauty and Fashion,25-34,male,USA
B00AIALGZK,euro truck simulator 2 download,excalibur merge,A3TSMVDW4VH5PT,5.0,2014-07-31,Video_Games,Electronics and Technology,35-44,male,USA
B00YWIS65W,touch pen new nintendo 3ds animal crossing series type b,nintendo,AYH378YQGEIHH,4.0,2016-09-21,Video_Games,Electronics and Technology,25-34,female,USA
B0155OAGFE,duty black op iii steelbook edition playstation 4 amazon exclusive,activision,A2EZWZ8MBEDOLN,3.0,2016-02-12,Video_Games,Electronics and Technology,45-54,male,India
B000VBIGK4,xbox 360 wireless racing wheel,microsoft,A3DFTZ27CH5RCL,4.0,2008-07-24,Video_Games,Electronics and Technology,25-34,female,Australia
B0042GW7BI,ace combat assault horizon playstation 3,bandai,A1PZK4UABM35FS,5.0,2014-07-22,Video_Games,Electronics and Technology,35-44,female,USA
B00176ZDQW,super mario sunshine,nintendo,AD97398C86IVG,1.0,2016-07-31,Video_Games,Electronics and Technology,35-44,female,Canada
B008HHTD8S,lalaloopsy carnival friend nintendo ds,activision,A60XUYG21YEWZ,5.0,2014-11-25,Video_Games,Electronics and Technology,18-24,male,India
B014W1YUAS,corsair game k70 rgb mechanical keyboard backlit rgb lead cherry mx red,corsair,A37CLKT3FFJTSI,5.0,2015-10-22,Video_Games,Electronics and Technology,35-44,male,Canada
B0002UCJV6,norton antivirus 2005 old version,symantec,AVMDPZP6C5C9Z,5.0,2004-10-23,Software,Electronics and Technology,18-24,male,USA
B001EVNV5K,resistance 2 collector edition playstation 3,sony,A2H24HNIMM3DSX,5.0,2009-04-03,Video_Games,Electronics and Technology,18-24,male,India
B000GACEHQ,6 foot rca av audio video cable playstation playstation 2 bulk packaging,gen,A36SFRAARE3JXW,5.0,2007-07-19,Video_Games,Electronics and Technology,18-24,male,USA
B0007U7FMO,law amp order criminal intent pc,vivendi universal,A1W1WCS9YVW77L,3.0,2008-02-06,Video_Games,Electronics and Technology,45-54,male,USA
B000NJBD90,mcbazel playstation 2 controller usb adapter pc playstation 3 converter cable sony dualshock ps2 ps3 controller compatible dance mat guitar hero,mcbazel,AM8R04ET3UKB1,3.0,2017-01-28,Video_Games,Electronics and Technology,35-44,female,USA
B0013OM528,lowpricenice premium high resolution component av cable playstation 3 ps3 playstation 2 ps2,lowpricenice,A2YICPYJUO6P9L,3.0,2014-03-31,Video_Games,Electronics and Technology,35-44,male,USA
B001NXCIUS,personal trainer walk,nintendo,A1D5O7R5PF2M4O,3.0,2016-11-01,Video_Games,Electronics and Technology,35-44,male,Australia
B00XL9II3S,candyhusky man woman summer loose baggy hippie boho gypsy harem pant plus size,candyhusky,A3NHAJ6AC8LYKF,5.0,2015-12-23,AMAZON_FASHION,Beauty and Fashion,25-34,male,USA
B00005N7RO,"< span class=""a size medium color secondary",american media inc,AADANH2UDSPI,4.0,2015-09-04,Magazine_Subscriptions,Media and Entertainment,45-54,female,Canada
B00004U1R0,hey pikachu,nintendo,A3Q0TQB5EDQ01N,4.0,2002-04-01,Video_Games,Electronics and Technology,25-34,male,USA
B000Q6ZK3K,microsoft work 9.0,microsoft,A1ZQRWRZP0JMXM,5.0,2014-01-22,Software,Electronics and Technology,18-24,male,Canada
B01DPS4QQ2,razer mano'war wireless 7.1 surround sound 2.4 ghz wireless technology quick action control unidirectional retractable mic gaming headset work pc ps4 amp xbox,razer,A1YVLUG2IPKN5G,5.0,2018-02-07,Video_Games,Electronics and Technology,18-24,female,India
B00WMAJBX8,woman boho bohemian lace crochet plunge neck romper playsuit,rsp,AVEKKARQ88QY3,3.0,2015-05-20,AMAZON_FASHION,Beauty and Fashion,35-44,female,USA
B00AW80PPU,"allegra k woman mock neck panel casual slim fit shirt x small 2,black",allegra k,AYKSZXWQ1YB5Z,3.0,2013-11-27,AMAZON_FASHION,Beauty and Fashion,35-44,female,India
B00C79ITIM,wondershare video editor download,wondershare software llc,AUZI6OEQA9H3X,1.0,2016-05-22,Software,Electronics and Technology,18-24,female,USA
B00011QUDE,helen troy 1514 brush iron white 1 1/2 inch barrel,helen troy,AYSSQLL06T2UY,4.0,2010-06-15,All_Beauty,Beauty and Fashion,18-24,female,USA
B00005O628,simpson road rage platinum hit xbox,electronic art,A22PHD2UVJYWZ9,5.0,2015-02-17,Video_Games,Electronics and Technology,35-44,female,USA
B00ZJ20XEM,destiny king legendary edition playstation 3,activision,A1PTCPSRAXKP6X,5.0,2017-10-08,Video_Games,Electronics and Technology,18-24,male,India
B0022TNO7S,max payne 3 xbox 360,rockstar game,A3NEV3MA4I1DGI,5.0,2016-05-02,Video_Games,Electronics and Technology,35-44,male,UK
B0000EI9UM,quickbook pro 2004,intuit,A2750278039XKJ,1.0,2004-02-09,Software,Electronics and Technology,45-54,female,Canada
B01D8030L4,love amp heart valentine gift set w free lip balm vegan organic coconut oil natural aromatherapy essential oil gift set 6 bath bomb handmade usa enhance I,enhance I,AJXDRXQF6G3UW,5.0,2016-05-21,All_Beauty,Beauty and Fashion,18-24,female,USA
B0024ZT3XO,gen usb charge cable nintendo 3ds dsi dsixl,gen,A2J7V12ICWT7LB,1.0,2015-06-24,Video_Games,Electronics and Technology,18-24,female,Canada
B0091KP55A,avg anti virus 2013 1 user 2 year download,avg usa technologies inc,A3PL8UYETIM1EU,5.0,2012-12-15,Software,Electronics and Technology,35-44,female,Canada
B00MHAX8I2,student solution manual albright winston business analytic datum analysis amp decision making 5th edition,cengage learning,A29NRYTW569VZ6,1.0,2014-11-25,Software,Electronics and Technology,45-54,male,USA
B002I0GZ5Y,kingdom heart,square enix,A8HUDMVIYBI7Z,5.0,2013-06-26,Video_Games,Electronics and Technology,18-24,female,Australia
B00NAR3ICC,uspro&reg playstation 2 wired controller gamepad black,prous,A2KFKI92ILW16V,3.0,2015-12-24,Video_Games,Electronics and Technology,25-34,female,Canada
B00011QUDE,helen troy 1514 brush iron white 1 1/2 inch barrel,helen troy,A33OCZUJOEKSM3,4.0,2016-07-20,All_Beauty,Beauty and Fashion,35-44,female,Canada
B00LGIX0IO,leegoal sexy women irregular leopard chiffon tank backless blouse vest m,leegoal,ABQ3N8PMUON5B,1.0,2016-03-29,AMAZON_FASHION,Beauty and Fashion,35-44,male,USA
B0014GU8UG,shellshock 2 blood trail xbox 360,wb game,A310HDH3FZXU5L,4.0,2009-03-06,Video_Games,Electronics and Technology,18-24,female,Canada
B00BHSTXV6,steelserie apex raw gaming keyboard,steelserie,ADDOT8UFPYVL7,4.0,2014-04-15,Video_Games,Electronics and Technology,35-44,male,Canada
B00GZJKOQ0,norton 360 3 pc 15 month late retail version norton zone 10 gb cloud storage bonus,norton,A1XIMFLOTEWJUM,1.0,2014-09-02,Software,Electronics and Technology,25-34,female,India
B00005N7SC,"< span class=""a size medium color secondary",bonnier corporation,A37FUGVYLPOH3T,1.0,2018-01-03,Magazine_Subscriptions,Media and Entertainment,18-24,female,USA
B0014X7SQ6,crisis core final fantasy vii sony psp,square enix,A350IDNAIRJJUR,1.0,2010-05-07,Video_Games,Electronics and Technology,18-24,female,UK
B0053B5RGI,pokemon x,nintendo,A1D26RL7BEBFTV,5.0,2015-06-17,Video_Games,Electronics and Technology,35-44,male,India
B00004R61M,los cuatro fantasticos,vivendi universal,A1EXL1SVH81NV3,4.0,2001-10-23,Video_Games,Electronics and Technology,18-24,female,UK
B01637REAM,turbotax deluxe 2015 federal + feed efile tax preparation software pc download old version,intuit,A2B4T5GI1WL2H7,3.0,2016-03-12,Software,Electronics and Technology,18-24,female,USA
B00004U1QX,pokemon puzzle league,nintendo,A3QP1QGLSC0ZGK,2.0,2000-12-21,Video_Games,Electronics and Technology,18-24,female,USA
B000FPM4WC,shin megami tensei persona 3 playstation 2,atlus,A3L9MMK4SH7N2U,5.0,2014-11-11,Video_Games,Electronics and Technology,35-44,female,India
B0111ZC4OC,masione lead usb gaming wire keyboard 7 adjustable colorful backlight vmj-05,masione,AEOKB89IA8ZIE,3.0,2016-08-02,Video_Games,Electronics and Technology,25-34,female,UK
B001VMQD8O,american craft 6 inch 12 inch page protector,american craft,A2E7XCEIJ3AL5I,5.0,2013-12-05,Video_Games,Electronics and Technology,18-24,female,UK
B00004U5VN,madden nfl 2001,electronic art inc,A2R3QQOT9NNYD2,4.0,2001-06-17,Video_Games,Electronics and Technology,25-34,female,India
B000QD7BBM,carnival games nintendo wii,2k,A9LG5NLIBDC2Y,5.0,2007-08-31,Video_Games,Electronics and Technology,25-34,male,USA
B0001Y7404,silent hill 4 room playstation 2,konami,A3PVEC74UL3OG5,5.0,2015-12-28,Video_Games,Electronics and Technology,35-44,male,Canada
B01637RFR4,turbotax deluxe 2015 federal + state taxis tax preparation software pc download old version,intuit,AAHMT6OZJSZHV,5.0,2016-02-05,Software,Electronics and Technology,18-24,male,Canada
B00004SVS5,mega man 3,capcom,A2D66KSHQQHOSD,5.0,2014-08-14,Video_Games,Electronics and Technology,25-34,female,Australia
B00E1A1SP6,nintendo 3ds xl black old model,nintendo,A3F1DZIH7404CQ,5.0,2015-11-15,Video_Games,Electronics and Technology,18-24,female,UK
B003O6EFW6,sid meier civilization v special edition,2k,A74TA8X5YQ7NE,2.0,2011-05-04,Video_Games,Electronics and Technology,35-44,female,USA
B000F5IH2I,final fantasy xii,square enix,A1IBLDZKONGQ1P,5.0,2012-11-27,Video_Games,Electronics and Technology,18-24,female,India
B00GODZYNA,uncharted 4 thief end playstation 4,sony,A3AFXU9DIFBGY0,5.0,2017-01-09,Video_Games,Electronics and Technology,18-24,female,USA
B00002S93J,shanghai great moment jewel case pc,creative wonder,A1180QH9BEIFMF,5.0,2015-02-19,Video_Games,Electronics and Technology,25-34,male,USA
B01CZDS18C,kissky woman shoulder long sleeve knot blouse m light blue,kissky,A32AI9RV9D20EP,1.0,2016-09-08,AMAZON_FASHION,Beauty and Fashion,18-24,female,USA
B00006ULHT,turbotax deluxe 2002,intuit,A1QZEV2SMRL3NH,1.0,2003-03-05,Software,Electronics and Technology,35-44,male,USA
B01326J5T0,quicken starter edition 2016 personal finance amp budgeting software old version,intuit,A2LOE2CBAETMYV,5.0,2016-10-08,Software,Electronics and Technology,35-44,female,USA
B001R3UX3S,tiger wood pga tour 10 playstation 2,electronic art,ANCOKYB70MCLJ,5.0,2013-08-01,Video_Games,Electronics and Technology,18-24,male,Australia
B000WJ0UDQ,garmin city navigator eastern europe detailed map poland czech slovakia hungary austria slovenia croatia microsd sd card,garmin,A2LOTBKRNJIMGO,4.0,2017-12-04,Software,Electronics and Technology,18-24,female,USA
B003O6E3C8,portal 2 playstation 3,electronic art,A2Z7NB3H8JWCVR,5.0,2011-04-20,Video_Games,Electronics and Technology,35-44,female,Australia
B00FWHDHBU,blue gangster chain temple large shield half rim pilot sunglass,sa106,A248E18Z77U4TT,3.0,2017-02-11,AMAZON_FASHION,Beauty and Fashion,18-24,female,USA
B00000DMAX,mario kart 64,nintendo,A1A6F2JFGFIP7J,5.0,2002-06-22,Video_Games,Electronics and Technology,25-34,female,UK
B00I0A363A,path exile download,grind gear game,AEYMZ4PWDS2YK,1.0,2014-02-14,Video_Games,Electronics and Technology,18-24,female,USA
B000FOI48G,waterpik ultra water flosser,waterpik,A3PIGY4YGJ4ZXX,4.0,2008-09-04,All_Beauty,Beauty and Fashion,18-24,female,USA
B00EZKNY8G,webroot internet security complete antivirus protection | 5 device | 1 year subscription | pc mac disc,webroot,A3TVXNPC23581I,5.0,2014-09-26,Software,Electronics and Technology,18-24,female,Australia
B0012W2MTC,hide relic pc,egame,A3F7URITO1WU9F,2.0,2013-04-07,Video_Games,Electronics and Technology,45-54,male,Australia
B00ZQC73O8,horizon zero dawn playstation 4,sony,ANH9F6M3RZT9Y,4.0,2018-02-09,Video_Games,Electronics and Technology,25-34,female,Australia
B000066RKA,run like hell,jack game,AHM7DY8Z8Y4Y0,4.0,2002-11-04,Video_Games,Electronics and Technology,25-34,male,UK
B017HPH85K,skin sticker playstation 3 controller vinyl high gloss sticker dualshock 3 wireless game ps3 controller protector controller decal digicamo pink controller include,gamexcel,A16E1S3ZRHNIXX,5.0,2016-07-01,Video_Games,Electronics and Technology,25-34,female,UK
B000DINB4G,coreldraw graphic suite x3 upgrade old version,corel,A29NBSULA0KI06,5.0,2014-02-14,Software,Electronics and Technology,18-24,female,Canada
B0008GJRQ4,duty 2 big red xbox,activision,A309NJSNDC60I2,5.0,2015-03-09,Video_Games,Electronics and Technology,18-24,female,India
B005JQ064A,dungeon dragon classic anthology pc,atari,A3K5KU9XJAFY5T,5.0,2012-12-10,Video_Games,Electronics and Technology,35-44,female,India
B000HFP83M,nba jam 99,nintendo,A287U8ZGMQZT6O,4.0,2017-02-28,Video_Games,Electronics and Technology,18-24,female,USA
B00LPFPUHW,trenro 2 pc black battery pack cover shell case kit xbox 360 wireless controller,ndrtjm,A3ST34EK7FW7RM,5.0,2017-03-08,Video_Games,Electronics and Technology,18-24,male,India
B000G6IPFU,pet vet 3d animal hospital,viva medium,A38V86QSNZSP9T,4.0,2014-11-23,Video_Games,Electronics and Technology,18-24,female,India
B00LKV44FU,ps3 bluetooth headset,sony,A1UTQY9RTEVRSM,3.0,2015-02-28,Video_Games,Electronics and Technology,18-24,female,UK
B00JDOX2PE,borderland pre sequel xbox 360,2k game,A2U7GSHEY949DZ,5.0,2014-10-27,Video_Games,Electronics and Technology,45-54,female,USA
B00AJS73GW,game atari flashback 4 deluxe edition,game,A1FA63DGIFG1GU,1.0,2013-12-07,Video_Games,Electronics and Technology,18-24,female,Canada
B015WCV6QM,"razer diamondback chroma enable ergonomic rgb ambidextrous gaming mouse 16,000 adjustible dpi",razer,A1GIE6G4QGROUV,5.0,2017-08-20,Video_Games,Electronics and Technology,25-34,female,India
B0002LXRXY,act 2005 old version,sage software,A29HF0KS06IPBQ,1.0,2005-01-20,Software,Electronics and Technology,18-24,female,USA
B000067DPC,terminator dawn fate,infograme,A3HS2ELX5XQF1T,5.0,2003-04-03,Video_Games,Electronics and Technology,45-54,female,UK
B004AM5RAW,razer naga melt mmo pc gaming mouse,razer,AZ8KDJ2A47ENX,2.0,2013-08-29,Video_Games,Electronics and Technology,18-24,male,USA
B00RLSCLJM,mj metal jewelry 2 mm 10 mm white tungsten carbide mirror polished classic wedding ring,mj metal jewelry,A2XQ4U7ROY8U8B,5.0,2015-12-28,AMAZON_FASHION,Beauty and Fashion,18-24,female,USA
B00M76N6MO,quicken mac personal finance amp budgeting software 2015 old version,intuit,A2HJD62Q91BKNR,4.0,2015-07-18,Software,Electronics and Technology,35-44,male,USA
B001J5YZ88,les sim 3 10th anniversary,manufacture poland,ANJV68O6RY3NB,5.0,2013-05-22,Video_Games,Electronics and Technology,35-44,male,India
B01COCM7DO,mxgp2 playstation 4,square enix,A1BX2FCBK04ZME,5.0,2017-11-12,Video_Games,Electronics and Technology,18-24,female,USA
B004YNIJ7U,duty 2 mac download download,aspyr,A2BKLGK8QVT7L3,5.0,2006-06-30,Video_Games,Electronics and Technology,18-24,female,Australia
B002EWD040,shape nintendo wii,ubisoft,A2UHIFVMBPSKF3,4.0,2015-04-18,Video_Games,Electronics and Technology,18-24,female,UK
6050036071,usb microphone rockband guitar hero ps3 wii xbox360,logitech,AJVM0JKQZH5Y1,4.0,2015-11-28,Video_Games,Electronics and Technology,18-24,male,India
B007OXWDME,midnight mystery haunt houdini standard edition download,mumbo jumbo,A30TO41OTSB1H4,5.0,2012-11-24,Video_Games,Electronics and Technology,18-24,female,Canada
B005FIWTHO,quicken premier 2012,intuit,A24OVLPXPGS1V3,4.0,2011-10-25,Software,Electronics and Technology,25-34,female,India
B007XVTR3K,duty black ops ii xbox 360,activision,A2WRZXH3ZTP5T,5.0,2013-05-06,Video_Games,Electronics and Technology,18-24,female,UK
B00CMQTUSS,xbox wireless controller 3.5 millimeter headset jack,microsoft,A1V46VHNI19FSW,3.0,2014-02-01,Video_Games,Electronics and Technology,18-24,female,UK
B000AOEUPC,sim 2 playstation 2,electronic art,A1AJVLUKMI7KLA,1.0,2017-01-09,Video_Games,Electronics and Technology,25-34,female,India
B00BGA9X9W,dualshock 4 wireless controller playstation 4 jet black old model,sony,A1B8SWLCWRMAED,5.0,2017-01-17,Video_Games,Electronics and Technology,45-54,female,USA
B00JJNQG98,hyperx cloud gaming headset pc xbox one&sup1 ps4 ps4 pro xbox s&sup1 nnintedo switch khx h3cl wr black,hyperx,AKCAKT31VJQE2,4.0,2014-12-06,Video_Games,Electronics and Technology,25-34,female,USA
B00BLGCG2W,new interchangeable power charge adapter amp cable nintendo wii u gamepad,ids home,AJGI22AD3PPO1,5.0,2017-07-11,Video_Games,Electronics and Technology,18-24,male,Australia
B00420K18K,mlb 12 playstation 3,sony,A2ZTPIMSHYMCZ8,5.0,2013-03-17,Video_Games,Electronics and Technology,18-24,male,USA
B01B5BWTNS,work class kid lab coat durable lab coat kid scientist doctor,work class,A3BSFPBBN4K932,5.0,2016-11-08,AMAZON_FASHION,Beauty and Fashion,45-54,male,India
B00HLRS44O,japan 100gram 3cup size breast amp butt enlargment cream pueraria mirifica 1 tube 100 g,bella,A1IHHOMVJW5328,5.0,2016-09-26,All_Beauty,Beauty and Fashion,18-24,female,UK
B01GJKXXDA,ceyue unisex garden clog shoe shoes001zhongcheng khaki-39,ceyue,AIFLY2HF8NS8U,4.0,2016-06-22,AMAZON_FASHION,Beauty and Fashion,18-24,female,Australia
B001QKUQ0W,topo usa 8.0 national edition,delorme software,A1IFQY7O43N2R5,4.0,2010-01-07,Software,Electronics and Technology,25-34,female,India
B000A28ENI,mega man x collection gamecube,capcom,A2OU7XSZYZIASW,1.0,2016-12-12,Video_Games,Electronics and Technology,25-34,female,India
B00EPACO3M,print artist platinum 25,nova development,A3AL56NJKJVO6W,1.0,2015-07-09,Software,Electronics and Technology,25-34,female,Canada
B001KC034K,ricochet infinity download,amazon digital service llc,A1OVRIDLJ728UX,5.0,2011-03-04,Video_Games,Electronics and Technology,18-24,male,USA
B01H1HBWWO,duduma fashion aviator sunglass flat lens metal frame woman man 0713(silver frame silver mirror len,duduma,A1NVVZ016IQB3K,2.0,2016-10-26,AMAZON_FASHION,Beauty and Fashion,18-24,female,UK
B00006FWTX,animal crossing,nintendo,A3S20CNTBE317M,5.0,2017-03-28,Video_Games,Electronics and Technology,45-54,male,Australia
B013R9JA2E,letton g3 3.5 mm pc gaming stereo headset mic pc ps4 laptop mobile iphone ipad(black,letton,A3G1XHK77BEYEK,1.0,2016-06-10,Video_Games,Electronics and Technology,18-24,female,USA
B00EOI2HX2,hori xbox 360 gem pad ex ruby red,hori,AFYHVUGTQPV66,5.0,2014-02-02,Video_Games,Electronics and Technology,25-34,female,USA
