item_id,title,brand,user_id,rating,timestamp,sub_cat,main_cat
B000OYITQO,Xbox 360 Wireless Controller - Matte Black,"by
    
    Microsoft",A1EEAS6LJRO09M,5.0,"04 29, 2018",Video_Games,Electronics and Technology
B00L924E6Y,Ebuddy Fashion Colour Block Wet Suit Neoprene Bikini Swimsuit(FBA),ebuddy,A38C1J4A0KUC1Y,5.0,"05 5, 2015",AMAZON_FASHION,Beauty and Fashion
B01EJ4PU4I,"Mudder Vintage Collar Heart Choker Necklace Set, 4 Pack",,ADDUGJVLQDKUT,4.0,"06 17, 2016",AMAZON_FASHION,Beauty and Fashion
B00NQHO7SK,"GREEN PACK A PUNCH 5000+ Modded Xbox 360 Controller, Works with all games Including COD Black Ops 3",Etpark,A21JNIEK50O3XJ,3.0,"08 2, 2015",Video_Games,Electronics and Technology
B00TX4781I,Beancase(TM) Fashion Green Dragonfly Necklace(1 Pc) 1,,A1F36J3UR6ZK5W,3.0,"03 9, 2017",AMAZON_FASHION,Beauty and Fashion
B00HV9IM58,"Microsoft Office 365 Personal | 1-year subscription, 1 user, PC/Mac Key Card",Microsoft,A1D69IWZYX18OM,1.0,"03 17, 2016",Software,Electronics and Technology
B00CB0ZO4E,Call of Duty: Black Ops II - Nuketown Zombies Map [Online Game Code],"by
    
    Activision",A38MELLFCAYC90,5.0,"07 25, 2016",Video_Games,Electronics and Technology
B005AROE3C,Cabela's Big Game Hunter 2012 with Top Shot Elite -Xbox 360,"by
    
    Activision",A2HE50HWWJFXRR,5.0,"12 5, 2013",Video_Games,Electronics and Technology
B00004U4RF,Disney The Emperor's New Groove,Sony,A3BPG8MBODVAE9,5.0,"11 25, 2001",Video_Games,Electronics and Technology
B00005N7T5,"<span class=""a-size-medium a-color-secondary""",Conde Nast Publications,A2ADSJE1PZDLKX,5.0,"01 29, 2018",Magazine_Subscriptions,Media and Entertainment
B011XO53WQ,Kaspersky Lab Internet Security 2016 (3-Users) (Include 2014 Award) [OLD VERSION],Kaspersky,AEHAB5KH8B1FJ,5.0,"01 5, 2016",Software,Electronics and Technology
B0016QCCFS,SingStar (Stand Alone) - Playstation 3,"by
    
    Sony",ACQIQPAXV0T0Q,5.0,"11 27, 2013",Video_Games,Electronics and Technology
B002BSA1MQ,Crysis 2,"by
    
    Electronic Arts",A2MVY3JC87TO2C,5.0,"05 28, 2012",Video_Games,Electronics and Technology
B00ZJRHSZO,PlayStation 4 Universal Media Remote [Old Model],"by
    
    PDP",A3KY7QP5MPA12I,1.0,"03 22, 2016",Video_Games,Electronics and Technology
B000B6MLV4,Microsoft Xbox 360 Wireless a/b/g Network Adapter,"by
    
    Microsoft",A3TLPMP8VYEIBK,5.0,"08 24, 2009",Video_Games,Electronics and Technology
B00005MDZZ,Advance Wars,Nintendo,A2W0F089QO575F,5.0,"05 31, 2002",Video_Games,Electronics and Technology
B00J2E3DEK,KontrolFreek FPS Freek Vortex Performance Thumbsticks for Xbox One Controller,KontrolFreek,A3B438TCJFQ7XP,2.0,"04 9, 2017",Video_Games,Electronics and Technology
B000146LKS,"PLANTLIFE Patchouli Aromatherapy Soap Bar, 4 Ounce",Plantlife,A2FRCOF26Z925W,5.0,"08 1, 2016",All_Beauty,Beauty and Fashion
B002BSA3EM,Wii Fit Plus with Balance Board,"by
    
    Nintendo",AIITBX9TQHSH5,5.0,"12 26, 2012",Video_Games,Electronics and Technology
B000PMPTF4,FootFitter Premium Professional Boot Width Stretcher for Stretching Hiking/Work Boots,FootFitter,A3LVHLVENV2I1T,3.0,"07 15, 2017",AMAZON_FASHION,Beauty and Fashion
B0160BQ5OC,Yikes Twins Children’s slippers,Yikes Twins,A1D9EPOF3JGKOA,5.0,"07 15, 2018",AMAZON_FASHION,Beauty and Fashion
B00U1VSN98,"Vibrant Bright Skin Lightening Cream by Healthy Vibes (2 oz) - Skin Whitening Treatment for Birthmarks, Blemishes, Pigmentation - Safe for Sensitive Areas - Natural Ingredients and Hydroquinone Free",Thinkpichaidai,A265WWHBHTJKUY,5.0,"04 29, 2015",All_Beauty,Beauty and Fashion
B014ZTYSXQ,Mailbird Email Client for Windows [Download],Mailbird,A2YWBMOX1NDTL3,5.0,"10 19, 2015",Software,Electronics and Technology
B0050SVMCC,Bejeweled 3 - Nintendo DS,"by
    
    PopCap Games",A4JGPHZA5P25M,5.0,"02 1, 2015",Video_Games,Electronics and Technology
B00HSHGSD6,Bags for Less 2000 Sticky Note/ Flag Organizer Black,,A36MK8K0W9J98S,5.0,"11 19, 2016",AMAZON_FASHION,Beauty and Fashion
B00005N7SM,"<span class=""a-size-medium a-color-secondary""",Hearst Magazines,A9ZMVOJ72FBFN,5.0,"08 19, 2012",Magazine_Subscriptions,Media and Entertainment
B00DTFTNMY,made2envy Gold Sequin Open Back Back Dress-Beige-M,made2envy,A11TCXQKDGB076,5.0,"06 3, 2014",AMAZON_FASHION,Beauty and Fashion
B0161OPDWI,Jurassic Park Trilogy Pack 2 - PS4 [Digital Code],"by
    
    Warner Bros. Interactive",AOSMZAI2KQR03,1.0,"11 18, 2016",Video_Games,Electronics and Technology
B00003JAU7,Microsoft Windows 2000 Professional Upgrade - Old Version,Microsoft,A3C1MJ6AYAJ1PP,4.0,"03 7, 2000",Software,Electronics and Technology
B0000C08KK,Visual Link Spanish - Level I V.4,"U.S. Institute of Languages, Inc.",AJJ99BRYOOI1M,5.0,"01 18, 2013",Software,Electronics and Technology
B00007B10Y,"<span class=""a-size-medium a-color-secondary""","Trusted Media Brands, Inc",A2NJET8D4P2JVG,5.0,"01 9, 2018",Magazine_Subscriptions,Media and Entertainment
B00K1JBMGQ,NBA 2K15 - Xbox 360,"by
    
    2K",A3AMA6TIGTPTF8,5.0,"05 15, 2015",Video_Games,Electronics and Technology
B00020BV2O,Puyo Pop Fever,"by
    
    Sega",A1X5MB4799PMYF,5.0,"02 24, 2007",Video_Games,Electronics and Technology
B01AVGIGZI,Mortal Kombat XL - Xbox One,"by
    
    WB Games",A2UTP1C13H7AUN,5.0,"06 6, 2017",Video_Games,Electronics and Technology
B0009R1SZ0,Gauntlet Seven Sorrows - PlayStation 2,"by
    
    Midway",A2582KMXLK2P06,5.0,"11 10, 2006",Video_Games,Electronics and Technology
B016DFMWX8,Forever ReliableCreek Women's Geometric Print Drape Front Knit Cardigan Medium Red,Forever,A2SSN0EZ14TX63,5.0,"01 18, 2016",AMAZON_FASHION,Beauty and Fashion
B00RLSCLJM,MJ Metals Jewelry 2mm to 10mm White Tungsten Carbide Mirror Polished Classic Wedding Ring,MJ Metals Jewelry,A1TFUVB3304MJ5,5.0,"05 23, 2017",AMAZON_FASHION,Beauty and Fashion
B00HTK1NCS,"Redragon M601 Wired Gaming Mouse, Ergonomic, Programmable 6 Buttons, 3200 DPI with Red LED Mouse for Windows PC Games - Black",Redragon,A1NE8F3EBU0FOB,5.0,"05 23, 2018",Video_Games,Electronics and Technology
B001DO78KC,Playstation 3 Game Disc Stand,"by
    
    CTA Digital",A8XW3A7RC4Z0T,1.0,"07 31, 2009",Video_Games,Electronics and Technology
B015O07OKE,"Striped Hooded One Piece Romper 100% Cotton (12-18 Months, Blue & Navy)",,A366SGCCIBACCH,4.0,"12 26, 2015",AMAZON_FASHION,Beauty and Fashion
B00005BGBA,Standard Deviants Action Learning CD-ROM: English Grammar,Cerebellum Corp.,A3NLKN83IAO60Q,1.0,"10 19, 2002",Video_Games,Electronics and Technology
B00007M9T1,Clifford The Big Red Dog Thinking Adventures - PC/Mac,Scholastic,A1NF93OYP9ZCT5,4.0,"12 10, 2002",Software,Electronics and Technology
B004IYCMFK,Phoenix R/C Pro Simulator Version 3.0,RUNTIME GAMES LTD,A1514DMS17K4LY,4.0,"05 7, 2014",Software,Electronics and Technology
B000085AHJ,Freelancer - PC,"by
    
    Microsoft",A2AWJIBGVSFO99,5.0,"04 13, 2011",Video_Games,Electronics and Technology
B0009Z3MGU,Dance Dance Revolution Mario Mix - Gamecube,"by
    
    Nintendo",A2V3F1R9OKTXOV,4.0,"05 11, 2014",Video_Games,Electronics and Technology
B003JKK3SC,dreamgear DGPS3-1394 Radium Wireless Controller for PS3,"by
    
    dreamGEAR",AB6A6POFZEX69,5.0,"10 28, 2014",Video_Games,Electronics and Technology
B0039L6FRE,Microsoft Publisher 2010,Microsoft,A2O52O94XAJVOL,5.0,"11 29, 2012",Software,Electronics and Technology
B001MIZNEM,Cake Mania [Download],"by
    
    Sandlot Games",A1LKFWSLW74I7S,3.0,"05 30, 2011",Video_Games,Electronics and Technology
B00NOBX1OO,Bloodborne Collectors Edition - PlayStation 4,"by
    
    Sony",A3VFZ3V8ARSX4L,5.0,"05 25, 2015",Video_Games,Electronics and Technology
B001CM0PR8, Animal Crossing,"by
    
    Nintendo",A3NLRT0X8NCN7G,5.0,"08 1, 2015",Video_Games,Electronics and Technology
B0041HROGG,Xbox 360 Silver Controller and Play &amp; Charge Kit,"by
    
    Microsoft",A1QVRNIHML839B,1.0,"12 20, 2012",Video_Games,Electronics and Technology
B000RA778G,Wheel of Fortune Deluxe,Encore,A2FH9QWTPJIEQT,5.0,"05 24, 2014",Video_Games,Electronics and Technology
B0000AZJY6,Iogear POWERLINE/HOMEPLUG WALL MOUNT (GHPU21),IOGEAR,A1MJWOYNJSZPPJ,5.0,"05 25, 2002",Software,Electronics and Technology
B015IYF2ZK,NDAD Full Body Golden Protective Vinyl Skin Decal For Xbox one Console and 2PCS Xbox one Controller Skins Stickers,"by
    
    NDAD.",A2FDC7SAUCTNEG,5.0,"07 15, 2016",Video_Games,Electronics and Technology
B00004SVPB,Duck Tales 2 - Nintendo NES,"by
    
    Capcom",A119Q9NFGVOEJZ,5.0,"07 23, 2015",Video_Games,Electronics and Technology
B00D8N8DU0,5&quot; Banana Clip with 4 rows of Rhinestones - Clear,,A2T4WXC1DY681Q,1.0,"02 17, 2017",All_Beauty,Beauty and Fashion
B00O2FGG02,BIG SAM SPORTSWEAR COMPANY Men's Sweatjacket Sweater Sweatshirt Hoodie3584 XL Grey,BIG SAM SPORTSWEAR COMPANY,A1UTGHOQM2ZL51,5.0,"08 12, 2017",AMAZON_FASHION,Beauty and Fashion
B00CHZG2SA,Image-Line Software Image Line FL Studio Signature Bundle Edition 11,Image-Line,AVZBAZA7R5SCD,5.0,"09 23, 2016",Software,Electronics and Technology
B0013LTP5Q,Active Life Outdoor Challenge - Nintendo Wii,"by
    
    Bandai",A2RP1V35JV3W1M,2.0,"03 28, 2009",Video_Games,Electronics and Technology
B00C71034I,Batman: Arkham Origins - Xbox 360,"by
    
    WB Games",A3KRV3OSE2NR6O,5.0,"02 15, 2015",Video_Games,Electronics and Technology
B000087L4E,Return to Castle Wolfenstein: Operation Resurrection - PlayStation 2,"by
    
    Activision",A3KI73MFVL0QWH,5.0,"06 9, 2003",Video_Games,Electronics and Technology
B003K18LT8,Samurai Warriors 3 - Nintendo Wii,"by
    
    Nintendo",A16J4MPRK58TC4,5.0,"07 6, 2013",Video_Games,Electronics and Technology
B00005N7QW,"<span class=""a-size-medium a-color-secondary""",Hearst Magazines,A36F3XNQ3D46EE,4.0,"05 3, 2017",Magazine_Subscriptions,Media and Entertainment
